UCINumeric,SourceCountryCode,SourceNumericCode,SourceLongName,Source,Deprecated
835,,125,BRUNEI,CNTS,0
835,BRU,835,Brunei,COW,0
835,,,Brunei,fh,0
835,,1112,Brunei Darussalam,IAU,0
835,BRN,,Brunei Darussalam,ISO,0
835,,25,Brunei Dar,Norris,0
835,BRN,,Brunei Darussalam,WDI,0
840,,940,PHILIPPINES,CNTS,0
840,PHI,840,Philippines,COW,0
840,,,Philippines,fh,0
840,,1138,Philippines,IAU,0
840,PHL,,Philippines,ISO,0
840,,136,Philippine,Norris,0
840,PHI,840,Philippines,Polity,0
840,PHL,,Republic of the Philippines,WDI,0
850,,530,INDONESIA,CNTS,0
850,INS,850,Indonesia,COW,0
850,,,Indonesia,fh,0
850,,1120,Indonesia,IAU,0
850,IDN,,Indonesia,ISO,0
850,,77,Indonesia,Norris,0
850,INS,850,Indonesia,Polity,0
850,IDN,,Republic of Indonesia,WDI,0
852,,852,NETH ANTILS,CNTS,0
852,,1082,Netherlands Antilles,IAU,0
852,ANT,,Netherlands Antilles,ISO,0
854,,854,ARUBA,CNTS,0
854,ABW,,Aruba,ISO,0
854,ABW,,Aruba,WDI,0
860,,335,TIMOR-LESTE,CNTS,0
860,ETM,860,East Timor,COW,0
860,,,East Timor,fh,0
860,TMP,,East Timor,ISO,0
860,TLS,,Timor-Leste,ISO,0
860,ETM,860,East Timor,Polity,0
860,TLS,,Democratic Republic of Timor-Leste,WDI,0
900,,50,AUSTRALIA,CNTS,0
900,AUL,900,Australia,COW,0
900,,,Australia,fh,0
900,,1187,Australia,IAU,0
900,AUS,,Australia,ISO,0
900,,9,Australia,Norris,0
900,AUL,900,Australia,Polity,0
900,AUS,,Commonwealth of Australia,WDI,0
903,,903,PALESTIN AA,CNTS,0
903,,,Palestine,IAU,0
903,PSE,,"Palestinian Territory, Occupied",ISO,0
903,PSE,,West Bank and Gaza,WDI,0
910,,915,PAPUA NEW G,CNTS,0
910,PNG,910,Papua New Guinea,COW,0
910,,,Papua New Guinea,fh,0
910,,1199,Papua New Guinea,IAU,0
910,PNG,,Papua New Guinea,ISO,0
910,,133,Papua New,Norris,0
910,PNG,910,Papua New Guinea,Polity,0
910,PNG,,The Independent State of Papua New Guinea,WDI,0
920,,860,NEW ZEALAND,CNTS,0
920,NEW,920,New Zealand,COW,0
920,,,New Zealand,fh,0
920,,1195,New Zealand,IAU,0
920,NZL,,New Zealand,ISO,0
920,,124,New Zealan,Norris,0
920,NEW,920,New Zealand,Polity,0
920,NZL,,New Zealand,WDI,0
935,,1243,VANUATU,CNTS,0
935,VAN,935,Vanuatu,COW,0
935,,,Vanuatu,fh,0
935,VUT,,Vanuatu,ISO,0
935,,184,Vanuatu,Norris,0
935,VUT,,Republic of Vanuatu,WDI,0
940,,1025,SOLOMON IS,CNTS,0
940,SOL,940,Solomon Islands,COW,0
940,,,Solomon Islands,fh,0
940,,1201,Solomon Islands,IAU,0
940,SLB,,Solomon Islands,ISO,0
940,,153,Solomon Is,Norris,0
940,SOL,940,Solomon Islands,Polity,0
940,SLB,,Solomon Islands,WDI,0
946,,625,KIRIBATI,CNTS,0
946,KIR,946,Kiribati,COW,0
946,,,Kiribati,fh,0
946,KIR,,Kiribati,ISO,0
946,,88,Kiribati,Norris,0
946,KIR,,Republic of Kiribati,WDI,0
947,,1175,TUVALU,CNTS,0
947,TUV,947,Tuvalu,COW,0
947,,,Tuvalu,fh,0
947,TUV,,Tuvalu,ISO,0
947,,176,Tuvalu,Norris,0
947,TUV,,Tuvalu,WDI,0
948,CHI,,Channel Islands,WDI,0
949,IMN,,Isle of Man,ISO,0
949,IMN,,Isle of Man,WDI,0
950,,1216,FIJI,CNTS,0
950,FIJ,950,Fiji,COW,0
950,,,Fiji,fh,0
950,,1189,Fiji,IAU,0
950,FJI,,Fiji,ISO,0
950,,58,Fiji,Norris,0
950,FJI,950,Fiji,Polity,0
950,FJI,,Republic of Fiji,WDI,0
951,MNP,,Northern Mariana Islands,ISO,0
951,MNP,,Commonwealth of the Northern Mariana Islands,WDI,0
955,,1215,TONGA,CNTS,0
955,TON,955,Tonga,COW,0
955,,,Tonga,fh,0
955,,1203,Tonga,IAU,0
955,TON,,Tonga,ISO,0
955,,171,Tonga,Norris,0
955,TON,,Kingdom of Tonga,WDI,0
970,,51,NAURU,CNTS,0
970,NAU,970,Nauru,COW,0
970,,,Nauru,fh,0
970,NRU,,Nauru,ISO,0
970,,121,Nauru,Norris,0
983,,785,MARSHALL IS,CNTS,0
983,MSI,983,Marshall Islands,COW,0
983,,,Marshall Islands,fh,0
983,MHL,,Marshall Islands,ISO,0
983,,109,Marshall I,Norris,0
983,MHL,,Republic of the Marshall Islands,WDI,0
986,,905,PALAU,CNTS,0
986,PAL,986,Palau,COW,0
986,,,Palau,fh,0
986,PLW,,Palau,ISO,0
986,,131,Palau,Norris,0
986,PLW,,Republic of Palau,WDI,0
987,,812,MICRONESIA,CNTS,0
987,FSM,987,Federated States of Micronesia,COW,0
987,,,Micronesia,fh,0
987,FSM,,"Micronesia, Federated States of",ISO,0
987,,113,Micronesia,Norris,0
987,FSM,,Federated States of Micronesia,WDI,0
990,,1270,SAMOA,CNTS,0
990,,1270,WESTN SAMOA,CNTS,0
990,WSM,990,Samoa,COW,0
990,,,Samoa,fh,0
990,,1200,Western Samoa,IAU,0
990,WSM,,Samoa,ISO,0
990,,187,Western Sa,Norris,0
990,WSM,,Samoa,WDI,0
1001,,1001,SENEGAMBIA,CNTS,0
1031,,1031,SOMALILAND,CNTS,0
1032,MYT,,Mayotte,ISO,0
1038,,1038,Reunion,IAU,0
1038,REU,,R?©union,ISO,0
1040,SHN,,"Saint Helena, Ascension and Tristan da Cunha",ISO,0
1053,ESH,,Western Sahara,ISO,0
1057,AIA,,Anguilla,ISO,0
1063,BMU,,Bermuda,ISO,0
1063,BMU,,The Bermudas,WDI,0
1064,VGB,,"Virgin Islands, British",ISO,0
1066,CYM,,Cayman Islands,ISO,0
1066,CYM,,Cayman Islands,WDI,0
1072,GRL,,Greenland,ISO,0
1072,GRL,,Greenland,WDI,0
1074,,1074,Guadeloupe,IAU,0
1074,GLP,,Guadeloupe,ISO,0
1079,,1079,Martinique,IAU,0
1079,MTQ,,Martinique,ISO,0
1081,MSR,,Montserrat,ISO,0
1085,PRI,,Puerto Rico,ISO,0
1085,PRI,,Puerto Rico,WDI,0
1088,SPM,,Saint Pierre and Miquelon,ISO,0
1091,TCA,,Turks and Caicos Islands,ISO,0
1091,TCA,,Turks and Caicos Islands,WDI,0
1093,VIR,,"Virgin Islands, U.S.",ISO,0
1093,VIR,,Virgin Islands of the United States,WDI,0
1100,FLK,,Falkland Islands (Malvinas),ISO,0
1101,GUF,,French Guiana,ISO,0
1118,,1118,Hong Kong,IAU,0
1118,HKG,,Hong Kong,ISO,0
1118,HKG,,Hong Kong Special Administrative Region of the People's Republic of China,WDI,0
1131,,1131,Macau,IAU,0
1131,MAC,,Macao,ISO,0
1131,MAC,,Macao Special Administrative Region of the People's Republic of China,WDI,0
1145,,1145,TRANSKEI,CNTS,0
1158,FRO,,Faroe Islands,ISO,0
1158,FRO,,Faeroe Islands,WDI,0
1163,GIB,,Gibraltar,ISO,0
1170,,1170,OTTOMAN EMP,CNTS,0
1186,ASM,,American Samoa,ISO,0
1186,ASM,,American Samoa,WDI,0
1188,COK,,Cook Islands,ISO,0
1190,,1190,French Polynesia,IAU,0
1190,PYF,,French Polynesia,ISO,0
1190,PYF,,French Polynesia,WDI,0
1191,GUM,,Guam,ISO,0
1191,GUM,,Guam,WDI,0
1194,,1194,New Caledonia,IAU,0
1194,NCL,,New Caledonia,ISO,0
1194,NCL,,New Caledonia,WDI,0
1196,NIU,,Niue,ISO,0
1197,NFK,,Norfolk Island,ISO,0
1198,PSS,,Pacific island small states,WDI,0
1200,,1200,UAR,CNTS,0
1202,TKL,,Tokelau,ISO,0
1214,,1214,RHODESIA,CNTS,0
1230,,1230,UPPER VOLTA,CNTS,0
1230,HVO,,Upper Volta,ISO,0
1245,,1245,VATICAN CS,CNTS,0
1245,,,Holy See,IAU,0
1245,VAT,,Holy See (Vatican City State),ISO,0
1247,,1247,VENDA,CNTS,0
1290,,1290,SERBIA/MONT,CNTS,0
1290,,,Yugoslavia (Serbia & Montenegro),fh,0
1290,SCG,,Serbia and Montenegro,ISO,0
1290,YGS,347,Serbia and Montenegro,Polity,0
1292,,1292,SERBIA,CNTS,0
1292,,,Serbia,fh,0
1292,SRB,,Serbia,ISO,0
1292,SER,342,Serbia,Polity,0
1292,SRB,,Republic of Serbia,WDI,0
2003,ALA,,«è_«è_land Islands,ISO,0
2006,ATA,,Antarctica,ISO,0
2011,BES,,"Bonaire, Sint Eustatius and Saba",ISO,0
2013,BVT,,Bouvet Island,ISO,0
2014,ATB,,British Antarctic Territory,ISO,0
2016,IOT,,British Indian Ocean Territory,ISO,0
2017,BYS,,Byelorussian SSR,ISO,0
2019,CTE,,Canton and Enderbury Islands,ISO,0
2021,CXR,,Christmas Island,ISO,0
2022,CCK,,Cocos (Keeling) Islands,ISO,0
2024,CUW,,Cura?_ao,ISO,0
2024,CUW,,Cura?_ao,WDI,0
2026,ATN,,Dronning Maud Land,ISO,0
2029,FXX,,"France, Metropolitan",ISO,0
2030,AFI,,French Afar and Issas,ISO,0
2032,FRA,,French Republic,WDI,0
2033,ATF,,French Southern and Antarctic Territories,ISO,0
2035,GEL,,Gilbert and Ellice Islands,ISO,0
2036,GGY,,Guernsey,ISO,0
2037,HMD,,Heard Island and McDonald Islands,ISO,0
2039,JEY,,Jersey,ISO,0
2040,JTN,,Johnston Island,ISO,0
2048,MID,,Midway Islands,ISO,0
2050,NTZ,,Neutral Zone,ISO,0
2051,NHB,,New Hebrides,ISO,0
2059,PCI,,"Pacific Islands, Trust Territory of the",ISO,0
2060,PCZ,,Panama Canal Zone,ISO,0
2061,PCN,,Pitcairn,ISO,0
2067,MAF,,Saint Martin (French part),ISO,0
2067,MAF,,St. Martin (French part),WDI,0
2070,SKM,,Sikkim,ISO,0
2071,SXM,,Sint Maarten (Dutch part),ISO,0
2071,SXM,,Sint Maarten (Dutch part),WDI,0
2072,RHO,,Southern Rhodesia,ISO,0
2073,SGS,,South Georgia and the South Sandwich Islands,ISO,0
2076,BLM,,Saint Barth?©lemy,ISO,0
2077,SJM,,Svalbard and Jan Mayen,ISO,0
2081,PUS,,U.S. Miscellaneous Pacific Islands,ISO,0
2083,UMI,,United States Minor Outlying Islands,ISO,0
2084,WAK,,Wake Island,ISO,0
2086,WLF,,Wallis and Futuna,ISO,0
5000,ARB,,Arab World,WDI,0
5001,CAA,,Sub-Saharan Africa (IFC classification),WDI,0
5002,CEA,,East Asia and the Pacific (IFC classification),WDI,0
5003,CEB,,Central Europe and the Baltics,WDI,0
5004,CEU,,Europe and Central Asia (IFC classification),WDI,0
5005,CLA,,Latin America and the Caribbean (IFC classification),WDI,0
5006,CME,,Middle East and North Africa (IFC classification),WDI,0
5007,CSA,,South Asia (IFC classification),WDI,0
5008,CSS,,Caribbean small states,WDI,0
5009,EAP,,East Asia & Pacific (developing only),WDI,0
5010,EAS,,East Asia & Pacific (all income levels),WDI,0
5011,ECA,,Europe & Central Asia (developing only),WDI,0
5012,ECS,,Europe & Central Asia (all income levels),WDI,0
5013,EMU,,Euro area,WDI,0
5014,EUU,,European Union,WDI,0
5015,FCS,,Fragile and conflict affected situations,WDI,0
5016,HIC,,High income,WDI,0
5017,HPC,,Heavily indebted poor countries (HIPC),WDI,0
5018,INX,,Not classified,WDI,0
5019,LAC,,Latin America & Caribbean (developing only),WDI,0
5020,LCN,,Latin America & Caribbean (all income levels),WDI,0
5021,LDC,,Least developed countries: UN classification,WDI,0
5022,LIC,,Low income,WDI,0
5023,LMC,,Lower middle income,WDI,0
5024,LMY,,Low & middle income,WDI,0
5025,MEA,,Middle East & North Africa (all income levels),WDI,0
5026,MIC,,Middle income,WDI,0
5027,MNA,,Middle East & North Africa (developing only),WDI,0
5028,NAC,,North America,WDI,0
5029,NOC,,High income: nonOECD,WDI,0
5030,OEC,,High income: OECD,WDI,0
5031,OED,,OECD members,WDI,0
5032,OSS,,Other small states,WDI,0
5033,SAS,,South Asia,WDI,0
5034,SSA,,Sub-Saharan Africa (developing only),WDI,0
5035,SSF,,Sub-Saharan Africa (all income levels),WDI,0
5036,SST,,Small states,WDI,0
5037,UMC,,Upper middle income,WDI,0
5038,WLD,,World,WDI,0
